id,class,available_hours,speed_per_hour
1dab6a5a-e095-11e6-80d2-00155df02900,Производственное оборудование,,90
04afbd2c-d4b2-11e6-80c8-00155df02900,Центрифуга,,85
788f80a8-8ad0-11e8-80e5-00155df02900,Хроматограф жидкостный,,100
f89ae761-0b66-11e4-9b13-6ee664173b4c,Верхнеприводная мешалка,,85
c9aa0654-4123-11e6-80e8-00505692e771,Производственное оборудование,,75
66d6f215-e52f-11e1-b482-b614f2bbba79,Принтер для этикеток,,70
773d4701-a194-11e5-80d6-00505692e771,Производственное оборудование,,65
5fda64fd-88db-11e3-8527-b614f2bbba79,Производственное оборудование,,75
e9866f91-8f22-11e7-80d8-00155df02900,Микропланшетный ридер,,70
54c38cbd-9b55-11e6-80fa-00505692e771,Холодильник,,95
e85e5470-02f5-11e6-80de-00505692e771,Хроматограф жидкостный,,100
7e87bc4a-8ad0-11e8-80e5-00155df02900,Секундомер электронный,,85
8ad5c0fb-561b-11e6-80e8-00505692e771,Сухожаровой шкаф,,75
b460c031-2a5a-11e7-80d6-00155df02900,Хроматограф жидкостный,,50
22656bc9-fe6e-11e6-80d2-00155df02900,Дозатор,,85
1e440eb4-8f22-11e7-80d8-00155df02900,Источник бесперебойного питания,,75
12512528-8f22-11e7-80d8-00155df02900,Магнитная мешалка,,75
49005f04-4c03-11e6-80e8-00505692e771,Льдогенератор,,65
7df891e2-a9b1-11e7-80de-00155df02900,Производственное оборудование,,90
7e00c830-e95a-11e7-80e0-00155df02900,Компьютерные системы,,55
b2a2451f-cccd-11e6-80c6-00155df02900,Хроматограф жидкостный,,80
dc1412f2-55d7-11e4-80bb-00505692e771,Инженерное оборудование,,95
c698969e-bc26-11e8-80e9-00155df02900,Производственное оборудование,,50
96f4b4ef-cdc0-11e7-80e0-00155df02900,Морозильник,,50
2d6bec1f-574c-11e7-80d6-00155df02900,Система для выделения плазмидной ДНК,,85
5950dad5-58e5-11e3-b559-b614f2bbba79,Ламинар,,95
327d2816-37a5-11e6-80e8-00505692e771,Холодильник,,65
27a8fc4c-7e86-11e7-80d7-00155df02900,Амплификатор,,65
54161033-8f22-11e7-80d8-00155df02900,Весы,,85
409502b0-7352-11e6-80f0-00505692e771,Ламинар,,75
d1a2f531-8f22-11e7-80d8-00155df02900,Система очистки воды,,75
8c189346-fe70-11e6-80d2-00155df02900,Дозатор,,95
7b61bbca-a9aa-11e7-80de-00155df02900,Магнитная мешалка,,90
6c9ca668-8ad0-11e8-80e5-00155df02900,Холодильник,,55
3631074e-8f22-11e7-80d8-00155df02900,Вортекс,,80
506ecb89-2c30-11e8-80e1-00155df02900,Вортекс,,55
f6036b1e-6f0c-11e8-80e5-00155df02900,Дозатор,,80
8f50e448-5d7e-11e3-b559-b614f2bbba79,Микротом,,50
7e87bc47-8ad0-11e8-80e5-00155df02900,Термогигрометр,,80
8a1716d8-4f31-11e6-80e8-00505692e771,Спектрофотометр,,85
50eae1e3-d393-11e8-80ed-00155df02900,Весы,,55
dcac6aa1-432f-11e4-a857-6ee664173b4c,Производственное оборудование,,55
afd8e060-e4f3-11e4-80be-00505692e771,Спектрофотометр,,90
e332507d-c1f4-11e6-80ba-eeb16abacdb0,Автоклав,,100
405db8d0-dc53-11e8-80ee-00155df02900,Производственное оборудование,,55
ef7fd226-fb13-11e5-80dc-00505692e771,Блистерная машина,,95
a1d2948f-8f22-11e7-80d8-00155df02900,Микротом,,90
00a1f311-9778-11e6-80fa-00505692e771,Производственное оборудование,,100
2a0883c2-fd24-11e7-80e0-00155df02900,Хроматограф жидкостный,,65
a8cf9c8b-59a7-11df-8654-72d93bfbea9b,Спектрофотометр,,95
e984899a-acd3-11e7-80de-00155df02900,Трансиллюминатор,,85
d99d0da8-fe6d-11e6-80d2-00155df02900,Дозатор,,75
e507fed6-dbf6-11e7-80e0-00155df02900,Водяная баня,,100
a4de3e00-33b1-11e6-80e8-00505692e771,Система управления биореактором,,95
b95a7205-0e1b-11e7-80d6-00155df02900,Термошейкер,,100
2ca0cfd7-f770-11e7-80e0-00155df02900,Шейкер,,90
184bcb35-8f22-11e7-80d8-00155df02900,Холодильник,,90
dd3c0fe0-edd0-11e6-80d2-00155df02900,Титратор,,75
162fe5b9-9e14-11e7-80de-00155df02900,Шумомер,,50
781ce9da-d551-11e5-80d8-00505692e771,Производственное оборудование,,50
71fb27d1-8f22-11e7-80d8-00155df02900,Инженерное оборудование,,65
aa1ef03e-7fcb-11e6-80f6-00505692e771,CO2-инкубатор,,65
85a58e5b-1a4b-11e5-80be-00505692e771,Хроматограф жидкостный,,55
9cc55f86-582e-11e8-80e2-00155df02900,Производственное оборудование,,75
e2de4578-93a6-11e7-80da-00155df02900,Хроматограф газовый,,80
8006a180-a51e-11e7-80de-00155df02900,Система капиллярного электрофореза,,65
b0bedaf3-7068-11e6-80f0-00505692e771,Камера для электрофореза,,85
52a29007-d445-11e7-80e0-00155df02900,Холодильник,,55
66a207bc-8ad0-11e8-80e5-00155df02900,Источник бесперебойного питания,,90
e99af745-5fc5-11e7-80d6-00155df02900,Автоматизированная система для переноса колоний,,80
1ba272cf-c6ac-11e6-80c6-00155df02900,Вошер,,100
a8ae4ef3-ff1a-11e6-80d2-00155df02900,Микропланшетный ридер,,65
b94f4808-60d1-11e3-b559-b614f2bbba79,Производственное оборудование,,50
66a208a5-8ad0-11e8-80e5-00155df02900,Хроматограф жидкостный,,90
1b561ae5-3a75-11e4-9ec4-6ee664173b4c,Хроматограф жидкостный,,55
4d72553b-ed87-11e8-80ee-00155df02900,Дозатор,,95
45747aba-836b-11e8-80e5-00155df02900,Инженерное оборудование,,95
a8fe3547-d7e1-11e2-8893-b614f2bbba79,Производственное оборудование,,100
60a9cbf1-8ad0-11e8-80e5-00155df02900,Дозатор,,90
77fa8d83-8f22-11e7-80d8-00155df02900,Инженерное оборудование,,100
aa85f199-51e0-11e8-80e2-00155df02900,Производственное оборудование,,65
cc04cfcf-c6a3-11e6-80c6-00155df02900,Хроматограф жидкостный,,100
189ce3bd-2646-11e6-80e4-00505692e771,Производственное оборудование,,70
3c2ba4db-8f22-11e7-80d8-00155df02900,Облучатель бактерицидный,,90
b808e29d-2584-11e6-80e4-00505692e771,Производственное оборудование,,50
bfba2c7b-8f22-11e7-80d8-00155df02900,Производственное оборудование,,50
25a3cacd-fd1b-11e7-80e0-00155df02900,Холодильник,,85
72974406-8ad0-11e8-80e5-00155df02900,Холодильник,,80
571664f5-a2bb-11de-a428-005056c00008,НЕ ИСПОЛЬЗОВАТЬ Лабораторное оборудование,,65
8900bd7b-ee21-11e8-80ee-00155df02900,Криоконтейнер,,65
e38e2152-8f22-11e7-80d8-00155df02900,Магнитная мешалка,,95
65352361-ab98-11e4-80be-00505692e771,Инженерное оборудование,,65
7218187c-0934-11e6-80de-00505692e771,Инженерное оборудование,,65
e7774628-d486-11e5-80d8-00505692e771,Хроматограф жидкостный,,70
a7cad50b-8f22-11e7-80d8-00155df02900,Весы,,85
5a0e4cc2-8f22-11e7-80d8-00155df02900,Холодильник,,90
dd96c7e5-a621-11e0-9449-3279b6ee2664,Инженерное оборудование,,65
ed577b7b-d3c9-11e5-80d8-00505692e771,Хроматограф жидкостный,,100
04a54e1c-cd0b-11e6-80c6-00155df02900,Производственное оборудование,,85
4e1b760e-8f22-11e7-80d8-00155df02900,Камера для электропереноса,,55
d1a2f52d-8f22-11e7-80d8-00155df02900,Система для выделения плазмидной ДНК,,90
cbaab1f8-8f22-11e7-80d8-00155df02900,Производственное оборудование,,70
daf1ff06-536e-11e3-a533-b614f2bbba79,Центрифуга,,95
470d59eb-89a0-11e3-8527-b614f2bbba79,Центрифуга,,50
820beafa-1144-11e3-a533-b614f2bbba79,Морозильник,,65
be7ed81a-db1d-11e7-80e0-00155df02900,Центрифуга,,80
00814e93-4f69-11e8-80e2-00155df02900,Морозильник,,65
0e73de17-d166-11e8-80eb-00155df02900,Производственное оборудование,,95
bfba2cbb-8f22-11e7-80d8-00155df02900,Производственное оборудование,,55
6c9ca666-8ad0-11e8-80e5-00155df02900,Морозильник,,85
7e87bc5a-8ad0-11e8-80e5-00155df02900,Дозатор,,50
677f951b-7b7e-11e8-80e5-00155df02900,Изолятор,,70
8295e5d5-f427-11e6-80d2-00155df02900,Хроматограф жидкостный,,100
018997ef-d9aa-11e7-80e0-00155df02900,Холодильник,,80
0dd5d008-2be2-11e7-80d6-00155df02900,Хроматограф жидкостный,,90
5bfaca18-7956-11e5-80d0-00505692e771,pH-метр,,100
31245bd4-57a8-11e1-a97d-b614f2bbba79,Ротационный испаритель,,50
571665ac-a2bb-11de-a428-005056c00008,Инженерное оборудование,,95
2d53bf48-d4b3-11e6-80c8-00155df02900,Центрифуга,,75
c2e57916-522b-11e1-a97d-b614f2bbba79,Блок ферментера,,80
5081debe-6f75-11e6-80f0-00505692e771,Инженерное оборудование,,75
59b352f3-ac5f-11e4-80be-00505692e771,Производственное оборудование,,90
ee85503c-68cb-11e8-80e5-00155df02900,ПЦР-бокс,,100
d79b3910-8f22-11e7-80d8-00155df02900,Термостат,,95
1877294b-e772-11e1-b482-b614f2bbba79,Инженерное оборудование,,50
a53a2589-ea22-11e7-80e0-00155df02900,Морозильник,,70
4695d450-2940-11e5-80c0-00505692e771,Хроматограф жидкостный,,100
65af1997-7a5a-11e6-80f6-00505692e771,Производственное оборудование,,50
7e87bc4b-8ad0-11e8-80e5-00155df02900,Микропланшетный ридер,,80
925768fe-4d88-11e6-80e8-00505692e771,Термостат твердотельный,,55
31245bd6-57a8-11e1-a97d-b614f2bbba79,Титратор,,95
52a8bbda-c93d-11e7-80e0-00155df02900,Передаточное окно,,80
3c2ba4c7-8f22-11e7-80d8-00155df02900,Холодильник,,80
c0064050-d8fe-11e8-80ee-00155df02900,Дозатор,,90
7e964457-3a68-11e4-9ec4-6ee664173b4c,Лабораторная мельница для измельчения образцов,,90
0c56826f-8f22-11e7-80d8-00155df02900,Магнитная мешалка,,95
6c9ca670-8ad0-11e8-80e5-00155df02900,Микропланшетный ридер,,55
7b4c9bdd-008b-11e6-80de-00505692e771,Инженерное оборудование,,100
9bd7f0a3-8f22-11e7-80d8-00155df02900,Производственное оборудование,,55
61c8e4ff-7dfb-11e8-80e5-00155df02900,Центрифуга,,70
a29fe216-d8aa-11e2-8893-b614f2bbba79,Шейкер-CO2-инкубатор,,55
492e9dd7-a17e-11e5-80d6-00505692e771,Верхнеприводная мешалка,,70
506a4fc1-5ed2-11e6-80e8-00505692e771,Масс-спектрометр,,100
4509d53b-d803-11e2-8893-b614f2bbba79,Ламинар,,95
49c26aeb-f6a4-11e6-80d2-00155df02900,Насос,,50
13c710a8-5364-11e3-a533-b614f2bbba79,Шейкер-CO2-инкубатор,,90
bbdca1ff-298e-11e7-80d6-00155df02900,Передаточное окно,,85
28ff9124-0bbc-11e6-80e0-00505692e771,Холодильник,,95
405db8ce-dc53-11e8-80ee-00155df02900,Производственное оборудование,,95
0c5681fd-8f22-11e7-80d8-00155df02900,Магнитная мешалка,,95
e0f2e17e-7a47-11e5-80d0-00505692e771,Хроматограф жидкостный,,55
c006404f-d8fe-11e8-80ee-00155df02900,Дозатор,,85
4a0119f5-cdc6-11e6-80c6-00155df02900,Система очистки воды,,70
eadd9d7d-ba9d-11e1-b482-b614f2bbba79,Весы,,70
b94f47fd-60d1-11e3-b559-b614f2bbba79,Морозильник,,90
00ffdbdb-25d0-11e7-80d6-00155df02900,ПЦР-бокс,,75
c21ff7f6-e1ac-11e8-80ee-00155df02900,Производственное оборудование,,50
003fc764-9f97-11e8-80e5-00155df02900,Дозатор,,65
ebf944dc-9533-11e2-aacb-b614f2bbba79,Шейкер-инкубатор,,50
3c2ba56b-8f22-11e7-80d8-00155df02900,Морозильник,,70
4407b2f3-b861-11e6-80be-b5eea29936c1,Амплификатор,,65
f148963a-0628-11e6-80de-00505692e771,Морозильник,,75
a1d29459-8f22-11e7-80d8-00155df02900,Морозильник,,100
e38e2162-8f22-11e7-80d8-00155df02900,Насос,,65
854b9ef4-02fa-11e6-80de-00505692e771,Система капиллярного электрофореза,,75
aedecaaa-c177-11e0-b135-b614f2bbba79,Инженерное оборудование,,95
405db985-dc53-11e8-80ee-00155df02900,Производственное оборудование,,50
a2e88142-5677-11e3-a533-b614f2bbba79,Камера для электрофореза,,95
47723493-2f36-11e6-80e8-00505692e771,Термостат,,70
c03c6e60-62ca-11e6-80e8-00505692e771,Производственное оборудование,,100
73711c5a-4d83-11e5-80cb-00505692e771,Флуориметр,,65
405bd4b7-43cb-11e8-80e1-00155df02900,Денситометр,,70
8ddfa0a8-4304-11e8-80e1-00155df02900,Магнитная мешалка,,70
206674ab-dbf7-11e7-80e0-00155df02900,Водяная баня,,50
5716652c-a2bb-11de-a428-005056c00008,Инкубатор,,80
1ea3983c-d495-11e5-80d8-00505692e771,Производственное оборудование,,90
6c9ca5bf-8ad0-11e8-80e5-00155df02900,Дозатор,,95
a35794ad-b366-11e7-80de-00155df02900,Весы,,85
d18aae56-05c3-11e8-80e0-00155df02900,Термогигрометр,,100
775bf369-5ee4-11e6-80e8-00505692e771,CO2-инкубатор,,95
468d8217-c490-11e7-80e0-00155df02900,Дозатор,,75
68e527a9-2962-11e5-80c0-00505692e771,Спектрофотометр,,100
8bce91f1-914e-11e2-aacb-b614f2bbba79,Хроматограф жидкостный,,50
5009998e-9ebc-11e7-80de-00155df02900,Производственное оборудование,,55
cd806b45-26fd-11e5-80c0-00505692e771,Весы,,70
1e440e78-8f22-11e7-80d8-00155df02900,Камера для электрофореза,,75
abef3581-4276-11e6-80e8-00505692e771,Производственное оборудование,,75
788f808c-8ad0-11e8-80e5-00155df02900,CO2-инкубатор,,70
7aa4ed75-73e0-11e4-80be-00505692e771,Камера для электрофореза,,90
6af7b5b3-0c4d-11e6-80e0-00505692e771,Вошер,,65
bd582f46-a901-11e7-80de-00155df02900,НЕ ИСПОЛЬЗОВАТЬ Лабораторное оборудование,,90
7e87bcc2-8ad0-11e8-80e5-00155df02900,Дозатор,,95
d466dc7f-29f8-11e5-80e7-96119de7fa63,Производственное оборудование,,80
04a9f014-0622-11e6-80de-00505692e771,Производственное оборудование,,85
0bfa3b5c-c38a-11e6-80ba-eeb16abacdb0,Ламинар,,95
81ee742a-95ee-11e6-80fa-00505692e771,Производственное оборудование,,85
a25aab57-5310-11e6-80e8-00505692e771,Ламинар,,55
9bd7f0a9-8f22-11e7-80d8-00155df02900,Производственное оборудование,,95
5511a0c5-d1fa-11e8-80eb-00155df02900,Морозильник,,70
405db8df-dc53-11e8-80ee-00155df02900,Производственное оборудование,,75
405db957-dc53-11e8-80ee-00155df02900,Производственное оборудование,,70
7593ffec-bec6-11e5-80d6-00505692e771,Хроматограф жидкостный,,65
b9bd234c-8f22-11e7-80d8-00155df02900,Прибор для определения прочности и размеров таблеток,,65
6c9ca6f0-8ad0-11e8-80e5-00155df02900,Дозатор,,65
c5894d00-8707-11e6-80f6-00505692e771,Производственное оборудование,,75
2a56384d-9f1c-11e5-80d6-00505692e771,Весы,,85
0602ca83-d353-11e7-80e0-00155df02900,Производственное оборудование,,90
ffa4604f-a577-11e5-80d6-00505692e771,ПЦР-бокс,,55
ebd7234c-5804-11e3-a533-b614f2bbba79,Производственное оборудование,,75
92515c90-e095-11e6-80d2-00155df02900,Стиральная машина,,85
62072bdd-1074-11e3-a533-b614f2bbba79,Производственное оборудование,,65
ddc64639-ecfd-11e5-80d8-00505692e771,Масс-спектрометр,,55
cde4e5df-a589-11e5-80d6-00505692e771,Производственное оборудование,,85
83efce78-8f22-11e7-80d8-00155df02900,Инженерное оборудование,,95
3baf9ddb-d991-11e2-8893-b614f2bbba79,Коническая мельница,,50
9f2132b7-0de8-11e2-b482-b614f2bbba79,Система капиллярного электрофореза,,90
0c568255-8f22-11e7-80d8-00155df02900,Термометр электронный,,55
a4807025-2c26-11e8-80e1-00155df02900,Ламинар,,80
ce2c5b7e-4dab-11e6-80e8-00505692e771,Система капиллярного электрофореза,,50
f4262b8a-a370-11e7-80de-00155df02900,Насос,,75
b1f3cbcc-66a0-11e0-93e1-3279b6ee2664,Центрифуга,,85
fe53c264-0a49-11e7-80d4-00155df02900,Спектрофотометр,,80
5d940985-7b50-11e6-80f6-00505692e771,Анализатор светорассеяния,,100
fef4cbc1-e4d2-11e4-80be-00505692e771,Камера для электрофореза,,55
51e373b0-295d-11e5-80c0-00505692e771,Процессор магнитных частиц,,65
d00d8aff-0c0b-11e4-9b13-6ee664173b4c,Ламинар,,70
89ecd1ab-8f22-11e7-80d8-00155df02900,Инженерное оборудование,,65
a9eebbfa-8cae-11e7-80d7-00155df02900,Насос,,95
85cf3d89-f4a2-11e8-80ee-00155df02900,Синтезатор олигонуклеотидов,,100
2fd9276e-c5ea-11e6-80c6-00155df02900,Рабочий стол роботизированной станции,,75
865728b5-0bab-11e6-80e0-00505692e771,Генератор кислорода,,90
f0fd8363-bb8f-11e5-80d6-00505692e771,Проточный цитофлуориметр,,75
92a3cf4e-7a6e-11e5-80d0-00505692e771,Амплификатор,,75
5cdc2947-0814-11e9-80ee-00155df02900,Дозатор,,65
c5b26e9b-8f22-11e7-80d8-00155df02900,Производственное оборудование,,85
cd28f036-cfab-11e8-80e9-00155df02900,Термостат рециркуляционный,,90
65cd6936-0cf7-11e4-9b13-6ee664173b4c,Роботизированная станция,,55
44332f11-3641-11e3-a533-b614f2bbba79,Роботизированная станция,,75
745f1963-e7cd-11e7-80e0-00155df02900,Замораживатель програмный,,95
eb96ffc7-2690-11e7-80d6-00155df02900,Рабочий стол роботизированной станции,,75
3f5f8124-8419-11e7-80d7-00155df02900,Термогигрометр,,85
986245f6-9690-11e1-818a-b614f2bbba79,Производственное оборудование,,90
4e1b762c-8f22-11e7-80d8-00155df02900,Камера для электрофореза,,75
91aa0d0a-b655-11df-8790-3279b6ee2664,Шейкер-CO2-инкубатор,,80
affb951c-d63c-11e6-80c8-00155df02900,pH-метр,,50
c14daa22-43a1-11e8-80e1-00155df02900,Холодильник,,90
9d41874f-c946-11e7-80e0-00155df02900,Весы,,100
88e1f5ae-fcf5-11e7-80e0-00155df02900,Система очистки воды,,65
9b476fa6-30ad-11e3-a533-b614f2bbba79,Автоклав,,50
39757253-5fbf-11e7-80d6-00155df02900,Ламинар,,70
bfba2c47-8f22-11e7-80d8-00155df02900,Шейкер-CO2-инкубатор,,100
596239f2-0a8a-11e9-80ee-00155df02900,Производственное оборудование,,100
3c2ba531-8f22-11e7-80d8-00155df02900,Вортекс,,100
3db4e1d8-c073-11e6-80c1-e1497160343b,Система очистки воды,,65
9f2132a9-0de8-11e2-b482-b614f2bbba79,Секвенатор,,90
a1d29477-8f22-11e7-80d8-00155df02900,Анализатор биохимический,,50
6c8fed7f-6e64-11e4-80be-00505692e771,Система капиллярного электрофореза,,90
2a3e1e5f-8f22-11e7-80d8-00155df02900,Весы,,90
7c4f3658-0540-11e6-80de-00505692e771,Спектрофотометр,,50
5e65f021-7a68-11e5-80d0-00505692e771,ИК-спектрометр,,70
593c83d9-5f4e-11e0-9c06-3279b6ee2664,Инженерное оборудование,,65
9a8cb565-3f6f-11e2-b482-b614f2bbba79,Генератор чистого азота,,100
2e2e4dd6-ca03-11e7-80e0-00155df02900,Лабораторная мебель,,75
adc315cd-8f22-11e7-80d8-00155df02900,Насос,,70
1550824c-844b-11e8-80e5-00155df02900,Производственное оборудование,,70
788f7fd5-8ad0-11e8-80e5-00155df02900,Весы,,100
f4e8b7a9-bb87-11e5-80d6-00505692e771,Автоклав,,90
bfba2ca5-8f22-11e7-80d8-00155df02900,Производственное оборудование,,55
d50b3f06-16ab-11e6-80e2-00505692e771,Инженерное оборудование,,70
e7de986c-371a-11e8-80e1-00155df02900,Производственное оборудование,,55
5716659d-a2bb-11de-a428-005056c00008,Инженерное оборудование,,80
adc31601-8f22-11e7-80d8-00155df02900,НЕ ИСПОЛЬЗОВАТЬ Лабораторное оборудование,,50
25081dec-1b9c-11e7-80d6-00155df02900,Холодильник,,75
e2114fd8-5354-11df-8654-72d93bfbea9b,Производственное оборудование,,50
8916e39a-fd23-11e7-80e0-00155df02900,Хроматограф жидкостный,,75
04f6ea5d-405a-11e7-80d6-00155df02900,Инженерное оборудование,,100
e2cc6507-0241-11e6-80de-00505692e771,Производственное оборудование,,100
8fbc4fa3-0bbb-11e3-a533-b614f2bbba79,Спектрофотометр,,55
b9bd2344-8f22-11e7-80d8-00155df02900,Весы,,80
3e14ff7a-d67f-11e6-80c8-00155df02900,Производственное оборудование,,95
78d56037-0c0b-11e4-9b13-6ee664173b4c,Ламинар,,75
7e87bcdb-8ad0-11e8-80e5-00155df02900,Хроматограф жидкостный,,90
d1a2f5c3-8f22-11e7-80d8-00155df02900,Инкубатор,,55
b62a3f14-f6a5-11e7-80e0-00155df02900,Сухожаровой шкаф,,50
3c2ba58f-8f22-11e7-80d8-00155df02900,Центрифуга,,70
cc78c5b6-855e-11e6-80f6-00505692e771,Производственное оборудование,,80
20a7acab-853b-11e1-818a-b614f2bbba79,Пресс ручной,,80
1251b1b6-2417-11e6-80e4-00505692e771,Хроматограф жидкостный,,50
7df8f434-4ad4-11e8-80e2-00155df02900,Производственное оборудование,,50
fb5c6e71-90c1-11e8-80e5-00155df02900,Лабораторная мебель,,80
31b21b52-c6ed-11e3-8903-6ee664173b4c,Спектрофотометр,,95
c6ee32ec-abaf-11e1-818a-b614f2bbba79,Хроматограф жидкостный,,90
ae4cbcbd-0fad-11e3-a533-b614f2bbba79,Детектор,,95
66a20811-8ad0-11e8-80e5-00155df02900,Роботизированная станция,,90
13c710a6-5364-11e3-a533-b614f2bbba79,Шейкер-CO2-инкубатор,,80
a29fe208-d8aa-11e2-8893-b614f2bbba79,Автоклав,,50
fad0de34-169d-11e6-80e2-00505692e771,Роботизированная станция,,70
6c9ca669-8ad0-11e8-80e5-00155df02900,Шейкер-инкубатор,,55
57e1cb89-1392-11e3-a533-b614f2bbba79,Спектрофотометр,,85
66a207cb-8ad0-11e8-80e5-00155df02900,Дозатор,,55
1e440e36-8f22-11e7-80d8-00155df02900,Камера для электрофореза,,55
1d4bca8d-fb5c-11e7-80e0-00155df02900,Холодильник,,70
987f3fda-7a3d-11e5-80d0-00505692e771,Хроматограф жидкостный,,75
3a1c6f32-0a1d-11e7-80d4-00155df02900,Автоклав,,80
fb2c8fe1-c97d-11e5-80d6-00505692e771,Центрифуга,,65
b647f8f5-7825-11e7-80d7-00155df02900,Система очистки воды,,95
df7adafb-2ba3-11e5-80c5-00505692e771,Ламинар,,80
3f160208-1fb2-11e9-80ee-00155df02900,Производственное оборудование,,70
4c914967-bae2-11e6-80be-b5eea29936c1,Иммуностейнер,,100
07a03bf6-e4a9-11e7-80e0-00155df02900,Хроматограф жидкостный,,95
b9bd2362-8f22-11e7-80d8-00155df02900,Весы,,85
29c493e6-fbec-11e5-80dc-00505692e771,Холодильник,,70
7d46cba2-a199-11e5-80d6-00505692e771,Реактор,,80
bfba2cb3-8f22-11e7-80d8-00155df02900,Производственное оборудование,,50
d1a2f50f-8f22-11e7-80d8-00155df02900,Синтезатор олигонуклеотидов,,80
efa0d5fb-d658-11e6-80c8-00155df02900,Манометр,,70
60a9cc6f-8ad0-11e8-80e5-00155df02900,Дозатор,,95
48c2e30a-a623-11e4-80be-00505692e771,Производственное оборудование,,90
adc315d9-8f22-11e7-80d8-00155df02900,Насос,,55
405db8f8-dc53-11e8-80ee-00155df02900,Производственное оборудование,,90
eb1074bc-0235-11e6-80de-00505692e771,Производственное оборудование,,85
aa9a0fca-d727-11e6-80c8-00155df02900,Микропланшетный ридер,,70
ac197a6c-ef8c-11e5-80dc-00505692e771,Холодильник,,80
de123f07-aa76-11e7-80de-00155df02900,Инженерное оборудование,,50
f5748231-d193-11e5-80d8-00505692e771,Производственное оборудование,,65
d609a38a-ad5d-11e6-80fa-00505692e771,Весы,,95
66a20894-8ad0-11e8-80e5-00155df02900,Дозатор,,50
1e440e76-8f22-11e7-80d8-00155df02900,Водяная баня,,95
127fe38d-844e-11e4-80be-00505692e771,Вакуумный концентратор,,70
20e749eb-c9f3-11e7-80e0-00155df02900,Производственное оборудование,,85
5a962a1a-cad0-11e3-8903-6ee664173b4c,Производственное оборудование,,65
b0e12efd-5b50-11e3-b559-b614f2bbba79,Производственное оборудование,,80
405db8d9-dc53-11e8-80ee-00155df02900,Производственное оборудование,,85
57166469-a2bb-11de-a428-005056c00008,Производственное оборудование,,70
1e440e88-8f22-11e7-80d8-00155df02900,Облучатель бактерицидный,,80
2dae72de-e3f8-11e7-80e0-00155df02900,Весы,,95
1ed112f1-687e-11e7-80d6-00155df02900,Производственное оборудование,,50
1de0a44d-8f6d-11e5-80d4-00505692e771,Диспенсер,,75
438d6e63-9c97-11e7-80de-00155df02900,Производственное оборудование,,50
63b6f5c7-3284-11e8-80e1-00155df02900,Производственное оборудование,,55
d1a2f519-8f22-11e7-80d8-00155df02900,Холодильник,,80
83efce80-8f22-11e7-80d8-00155df02900,Инженерное оборудование,,85
6b934cb9-66f2-11e7-80d6-00155df02900,Роботизированная станция,,80
9330b7e9-610a-11e0-9c06-3279b6ee2664,Производственное оборудование,,85
f7b2a587-8662-11e7-80d7-00155df02900,Автоклав,,65
a4f0d54c-a192-11e5-80d6-00505692e771,Верхнеприводная мешалка,,65
6fae5201-bbab-11e6-80be-b5eea29936c1,Производственное оборудование,,90
7e87bc3f-8ad0-11e8-80e5-00155df02900,Насос,,75
7e87bc2b-8ad0-11e8-80e5-00155df02900,Компрессор,,85
1251256e-8f22-11e7-80d8-00155df02900,Термостат твердотельный,,65
df4032ee-b7ca-11e6-80be-b5eea29936c1,Климатическая камера,,65
ca60e28b-bec0-11e1-b482-b614f2bbba79,Система очистки воды,,55
88abef76-fbdf-11e5-80dc-00505692e771,Хроматограф газовый,,90
4ed91e33-00a6-11e6-80de-00505692e771,Морозильник,,100
68fbb35f-d123-11e7-80e0-00155df02900,Насос,,80
66a207e4-8ad0-11e8-80e5-00155df02900,Дозатор,,75
6c867b8d-a339-11e5-80d6-00505692e771,Производственное оборудование,,85
56c50e2a-7044-11e6-80f0-00505692e771,Система капиллярного электрофореза,,70
3f3f6863-002f-11e8-80e0-00155df02900,Насос,,85
9f2132c2-0de8-11e2-b482-b614f2bbba79,Хроматограф жидкостный,,70
3618f9f8-dff3-11e7-80e0-00155df02900,Хроматограф жидкостный,,50
8bce91f5-914e-11e2-aacb-b614f2bbba79,Хроматограф жидкостный,,70
e6f2655b-a3f8-11e5-80d6-00505692e771,Морозильник,,75
c2854ad3-b7c5-11e6-80be-b5eea29936c1,Инженерное оборудование,,50
3c2ba521-8f22-11e7-80d8-00155df02900,Холодильник,,80
7e87bc56-8ad0-11e8-80e5-00155df02900,Дозатор,,100
1ee60ec3-d693-11df-b9ac-3279b6ee2664,Проточный цитофлуориметр,,85
2443790c-8f22-11e7-80d8-00155df02900,Производственное оборудование,,95
5c1c3f21-4077-11e7-80d6-00155df02900,Производственное оборудование,,90
481e76e5-8f22-11e7-80d8-00155df02900,Магнитная мешалка,,70
8879bc8d-193c-11e3-a533-b614f2bbba79,Производственное оборудование,,55
40d38eb6-e42a-11e4-80be-00505692e771,Производственное оборудование,,50
0c5681e7-8f22-11e7-80d8-00155df02900,Сушильный шкаф,,75
ac5d8ddd-96e9-11e7-80dc-00155df02900,Титратор,,100
f3d2cc42-2be1-11e7-80d6-00155df02900,Хроматограф жидкостный,,75
9bd7f07b-8f22-11e7-80d8-00155df02900,Магнитная мешалка,,55
66a208a9-8ad0-11e8-80e5-00155df02900,Дозатор,,100
b0951d67-f801-11e5-80dc-00505692e771,Шейкер-инкубатор,,85
c87c6393-c5e8-11e6-80c6-00155df02900,Манипулятор переносящий,,70
